MANDT	STASZ	STLAL	STLKN	STLNR	STLTY	AENNR	DATUV	LKENZ	STVKN
800	00000019	01	00000009	00001524	M		20020212		00000009
800	00000021	01	00000010	00001524	M		20020212		00000010
800	00000003	01	00000001	00001525	M		20020212		00000001
800	00000005	01	00000002	00001525	M		20020212		00000002
800	00000007	01	00000003	00001525	M		20020212		00000003
800	00000009	01	00000004	00001525	M		20020212		00000004
800	00000011	01	00000005	00001525	M		20020212		00000005
800	00000013	01	00000006	00001525	M		20020212		00000006
800	00000015	01	00000007	00001525	M		20020212		00000007
800	00000017	01	00000008	00001525	M		20020212		00000008
800	00000019	01	00000009	00001525	M		20020212		00000009
800	00000021	01	00000010	00001525	M		20020212		00000010
800	00000003	01	00000001	00001526	M		20020212		00000001
800	00000005	01	00000002	00001526	M		20020212		00000002
800	00000007	01	00000003	00001526	M		20020212		00000003
800	00000009	01	00000004	00001526	M		20020212		00000004
800	00000011	01	00000005	00001526	M		20020212		00000005
800	00000013	01	00000006	00001526	M		20020212		00000006
800	00000015	01	00000007	00001526	M		20020212		00000007
800	00000017	01	00000008	00001526	M		20020212		00000008
800	00000019	01	00000009	00001526	M		20020212		00000009
800	00000021	01	00000010	00001526	M		20020212		00000010
800	00000003	01	00000001	00001527	M		20020212		00000001
800	00000005	01	00000002	00001527	M		20020212		00000002
800	00000007	01	00000003	00001527	M		20020212		00000003
800	00000009	01	00000004	00001527	M		20020212		00000004
800	00000011	01	00000005	00001527	M		20020212		00000005
800	00000013	01	00000006	00001527	M		20020212		00000006
800	00000015	01	00000007	00001527	M		20020212		00000007
800	00000017	01	00000008	00001527	M		20020212		00000008
800	00000019	01	00000009	00001527	M		20020212		00000009
800	00000021	01	00000010	00001527	M		20020212		00000010
800	00000003	01	00000001	00001528	M		20020212		00000001
800	00000005	01	00000002	00001528	M		20020212		00000002
800	00000007	01	00000003	00001528	M		20020212		00000003
800	00000009	01	00000004	00001528	M		20020212		00000004
800	00000011	01	00000005	00001528	M		20020212		00000005
800	00000013	01	00000006	00001528	M		20020212		00000006
800	00000015	01	00000007	00001528	M		20020212		00000007
800	00000017	01	00000008	00001528	M		20020212		00000008
800	00000019	01	00000009	00001528	M		20020212		00000009
800	00000021	01	00000010	00001528	M		20020212		00000010
800	00000003	01	00000001	00001529	M		20020212		00000001
800	00000005	01	00000002	00001529	M		20020212		00000002
800	00000007	01	00000003	00001529	M		20020212		00000003
800	00000009	01	00000004	00001529	M		20020212		00000004
800	00000011	01	00000005	00001529	M		20020212		00000005
800	00000013	01	00000006	00001529	M		20020212		00000006
800	00000015	01	00000007	00001529	M		20020212		00000007
800	00000017	01	00000008	00001529	M		20020212		00000008
800	00000019	01	00000009	00001529	M		20020212		00000009
800	00000021	01	00000010	00001529	M		20020212		00000010
800	00000003	01	00000001	00001530	M		20020212		00000001
800	00000005	01	00000002	00001530	M		20020212		00000002
800	00000007	01	00000003	00001530	M		20020212		00000003
800	00000009	01	00000004	00001530	M		20020212		00000004
800	00000011	01	00000005	00001530	M		20020212		00000005
800	00000013	01	00000006	00001530	M		20020212		00000006
800	00000015	01	00000007	00001530	M		20020212		00000007
800	00000017	01	00000008	00001530	M		20020212		00000008
800	00000019	01	00000009	00001530	M		20020212		00000009
800	00000021	01	00000010	00001530	M		20020212		00000010
800	00000003	01	00000001	00001531	M		20020212		00000001
800	00000005	01	00000002	00001531	M		20020212		00000002
800	00000007	01	00000003	00001531	M		20020212		00000003
800	00000009	01	00000004	00001531	M		20020212		00000004
800	00000011	01	00000005	00001531	M		20020212		00000005
800	00000013	01	00000006	00001531	M		20020212		00000006
800	00000015	01	00000007	00001531	M		20020212		00000007
800	00000017	01	00000008	00001531	M		20020212		00000008
800	00000019	01	00000009	00001531	M		20020212		00000009
800	00000021	01	00000010	00001531	M		20020212		00000010
800	00000003	01	00000001	00001532	M		20020212		00000001
800	00000005	01	00000002	00001532	M		20020212		00000002
800	00000007	01	00000003	00001532	M		20020212		00000003
800	00000009	01	00000004	00001532	M		20020212		00000004
800	00000011	01	00000005	00001532	M		20020212		00000005
800	00000013	01	00000006	00001532	M		20020212		00000006
800	00000015	01	00000007	00001532	M		20020212		00000007
800	00000017	01	00000008	00001532	M		20020212		00000008
800	00000019	01	00000009	00001532	M		20020212		00000009
800	00000021	01	00000010	00001532	M		20020212		00000010
800	00000003	01	00000001	00001533	M		20020212		00000001
800	00000005	01	00000002	00001533	M		20020212		00000002
800	00000007	01	00000003	00001533	M		20020212		00000003
800	00000009	01	00000004	00001533	M		20020212		00000004
800	00000011	01	00000005	00001533	M		20020212		00000005
800	00000013	01	00000006	00001533	M		20020212		00000006
800	00000015	01	00000007	00001533	M		20020212		00000007
800	00000017	01	00000008	00001533	M		20020212		00000008
800	00000019	01	00000009	00001533	M		20020212		00000009
800	00000021	01	00000010	00001533	M		20020212		00000010
800	00000003	01	00000001	00001534	M		20020212		00000001
800	00000005	01	00000002	00001534	M		20020212		00000002
800	00000007	01	00000003	00001534	M		20020212		00000003
800	00000009	01	00000004	00001534	M		20020212		00000004
800	00000011	01	00000005	00001534	M		20020212		00000005
800	00000013	01	00000006	00001534	M		20020212		00000006
800	00000015	01	00000007	00001534	M		20020212		00000007
800	00000017	01	00000008	00001534	M		20020212		00000008
800	00000019	01	00000009	00001534	M		20020212		00000009
800	00000021	01	00000010	00001534	M		20020212		00000010
800	00000003	01	00000001	00001535	M		20020212		00000001
800	00000005	01	00000002	00001535	M		20020212		00000002
800	00000007	01	00000003	00001535	M		20020212		00000003
800	00000009	01	00000004	00001535	M		20020212		00000004
800	00000011	01	00000005	00001535	M		20020212		00000005
800	00000013	01	00000006	00001535	M		20020212		00000006
800	00000015	01	00000007	00001535	M		20020212		00000007
800	00000017	01	00000008	00001535	M		20020212		00000008
800	00000019	01	00000009	00001535	M		20020212		00000009
800	00000021	01	00000010	00001535	M		20020212		00000010
800	00000003	01	00000001	00001536	M		20020212		00000001
800	00000005	01	00000002	00001536	M		20020212		00000002
800	00000007	01	00000003	00001536	M		20020212		00000003
800	00000009	01	00000004	00001536	M		20020212		00000004
800	00000011	01	00000005	00001536	M		20020212		00000005
800	00000013	01	00000006	00001536	M		20020212		00000006
800	00000015	01	00000007	00001536	M		20020212		00000007
800	00000017	01	00000008	00001536	M		20020212		00000008
800	00000019	01	00000009	00001536	M		20020212		00000009
800	00000021	01	00000010	00001536	M		20020212		00000010
800	00000003	01	00000001	00001537	M		20020212		00000001
800	00000005	01	00000002	00001537	M		20020212		00000002
800	00000007	01	00000003	00001537	M		20020212		00000003
800	00000009	01	00000004	00001537	M		20020212		00000004
800	00000011	01	00000005	00001537	M		20020212		00000005
800	00000013	01	00000006	00001537	M		20020212		00000006
800	00000015	01	00000007	00001537	M		20020212		00000007
800	00000017	01	00000008	00001537	M		20020212		00000008
800	00000019	01	00000009	00001537	M		20020212		00000009
800	00000021	01	00000010	00001537	M		20020212		00000010
800	00000003	01	00000001	00001538	M		20020212		00000001
800	00000005	01	00000002	00001538	M		20020212		00000002
800	00000007	01	00000003	00001538	M		20020212		00000003
800	00000009	01	00000004	00001538	M		20020212		00000004
800	00000011	01	00000005	00001538	M		20020212		00000005
800	00000013	01	00000006	00001538	M		20020212		00000006
800	00000015	01	00000007	00001538	M		20020212		00000007
800	00000017	01	00000008	00001538	M		20020212		00000008
800	00000019	01	00000009	00001538	M		20020212		00000009
800	00000021	01	00000010	00001538	M		20020212		00000010
800	00000003	01	00000001	00001539	M		20020212		00000001
800	00000005	01	00000002	00001539	M		20020212		00000002
800	00000007	01	00000003	00001539	M		20020212		00000003
800	00000009	01	00000004	00001539	M		20020212		00000004
800	00000011	01	00000005	00001539	M		20020212		00000005
800	00000013	01	00000006	00001539	M		20020212		00000006
800	00000015	01	00000007	00001539	M		20020212		00000007
800	00000017	01	00000008	00001539	M		20020212		00000008
800	00000019	01	00000009	00001539	M		20020212		00000009
800	00000021	01	00000010	00001539	M		20020212		00000010
800	00000003	01	00000001	00001540	M		20020212		00000001
800	00000005	01	00000002	00001540	M		20020212		00000002
800	00000007	01	00000003	00001540	M		20020212		00000003
800	00000009	01	00000004	00001540	M		20020212		00000004
800	00000011	01	00000005	00001540	M		20020212		00000005
800	00000013	01	00000006	00001540	M		20020212		00000006
800	00000015	01	00000007	00001540	M		20020212		00000007
800	00000017	01	00000008	00001540	M		20020212		00000008
800	00000019	01	00000009	00001540	M		20020212		00000009
800	00000021	01	00000010	00001540	M		20020212		00000010
800	00000003	01	00000001	00001541	M		20020212		00000001
800	00000005	01	00000002	00001541	M		20020212		00000002
800	00000007	01	00000003	00001541	M		20020212		00000003
800	00000009	01	00000004	00001541	M		20020212		00000004
800	00000011	01	00000005	00001541	M		20020212		00000005
800	00000013	01	00000006	00001541	M		20020212		00000006
800	00000015	01	00000007	00001541	M		20020212		00000007
800	00000017	01	00000008	00001541	M		20020212		00000008
800	00000019	01	00000009	00001541	M		20020212		00000009
800	00000021	01	00000010	00001541	M		20020212		00000010
800	00000003	01	00000001	00001542	M		20020212		00000001
800	00000005	01	00000002	00001542	M		20020212		00000002
800	00000007	01	00000003	00001542	M		20020212		00000003
800	00000009	01	00000004	00001542	M		20020212		00000004
800	00000011	01	00000005	00001542	M		20020212		00000005
800	00000013	01	00000006	00001542	M		20020212		00000006
800	00000015	01	00000007	00001542	M		20020212		00000007
800	00000017	01	00000008	00001542	M		20020212		00000008
800	00000019	01	00000009	00001542	M		20020212		00000009
800	00000021	01	00000010	00001542	M		20020212		00000010
800	00000003	01	00000001	00001545	M		20020213		00000001
800	00000005	01	00000002	00001545	M		20020213		00000002
800	00000007	01	00000003	00001545	M		20020213		00000003
800	00000003	01	00000001	00001546	M		20020213		00000001
800	00000005	01	00000002	00001546	M		20020213		00000002
800	00000007	01	00000003	00001546	M		20020213		00000003
800	00000003	01	00000001	00001547	M		20020213		00000001
800	00000005	01	00000002	00001547	M		20020213		00000002
800	00000007	01	00000003	00001547	M		20020213		00000003
800	00000003	01	00000001	00001548	M		20020213		00000001
800	00000005	01	00000002	00001548	M		20020213		00000002
800	00000007	01	00000003	00001548	M		20020213		00000003
800	00000003	01	00000001	00001549	M		20020213		00000001
800	00000005	01	00000002	00001549	M		20020213		00000002
800	00000007	01	00000003	00001549	M		20020213		00000003
800	00000003	01	00000001	00001550	M		20020213		00000001
800	00000005	01	00000002	00001550	M		20020213		00000002
800	00000007	01	00000003	00001550	M		20020213		00000003
800	00000003	01	00000001	00001551	M		20020213		00000001
800	00000005	01	00000002	00001551	M		20020213		00000002
800	00000007	01	00000003	00001551	M		20020213		00000003
800	00000003	01	00000001	00001552	M		20020213		00000001
800	00000005	01	00000002	00001552	M		20020213		00000002
800	00000007	01	00000003	00001552	M		20020213		00000003
800	00000003	01	00000001	00001553	M		20020213		00000001
800	00000005	01	00000002	00001553	M		20020213		00000002
800	00000007	01	00000003	00001553	M		20020213		00000003
800	00000003	01	00000001	00001554	M		20020213		00000001
800	00000005	01	00000002	00001554	M		20020213		00000002
800	00000007	01	00000003	00001554	M		20020213		00000003
800	00000003	01	00000001	00001555	M		20020213		00000001
800	00000005	01	00000002	00001555	M		20020213		00000002
800	00000007	01	00000003	00001555	M		20020213		00000003
800	00000003	01	00000001	00001556	M		20020213		00000001
800	00000005	01	00000002	00001556	M		20020213		00000002
800	00000007	01	00000003	00001556	M		20020213		00000003
800	00000003	01	00000001	00001557	M		20020213		00000001
800	00000005	01	00000002	00001557	M		20020213		00000002
800	00000007	01	00000003	00001557	M		20020213		00000003
800	00000003	01	00000001	00001558	M		20020213		00000001
800	00000005	01	00000002	00001558	M		20020213		00000002
800	00000007	01	00000003	00001558	M		20020213		00000003
800	00000003	01	00000001	00001559	M		20020213		00000001
800	00000005	01	00000002	00001559	M		20020213		00000002
800	00000007	01	00000003	00001559	M		20020213		00000003
800	00000003	01	00000001	00001560	M		20020213		00000001
800	00000005	01	00000002	00001560	M		20020213		00000002
800	00000007	01	00000003	00001560	M		20020213		00000003
800	00000003	01	00000001	00001561	M		20020213		00000001
800	00000005	01	00000002	00001561	M		20020213		00000002
800	00000007	01	00000003	00001561	M		20020213		00000003
800	00000003	01	00000001	00001562	M		20020213		00000001
800	00000005	01	00000002	00001562	M		20020213		00000002
800	00000007	01	00000003	00001562	M		20020213		00000003
800	00000003	01	00000001	00001563	M		20020213		00000001
800	00000005	01	00000002	00001563	M		20020213		00000002
800	00000007	01	00000003	00001563	M		20020213		00000003
800	00000003	01	00000001	00001564	M		20020213		00000001
800	00000005	01	00000002	00001564	M		20020213		00000002
800	00000007	01	00000003	00001564	M		20020213		00000003
800	00000003	01	00000001	00001565	M		20020213		00000001
800	00000005	01	00000002	00001565	M		20020213		00000002
800	00000007	01	00000003	00001565	M		20020213		00000003
800	00000003	01	00000001	00001566	M		20020213		00000001
800	00000005	01	00000002	00001566	M		20020213		00000002
800	00000007	01	00000003	00001566	M		20020213		00000003
800	00000003	01	00000001	00001567	M		20020213		00000001
800	00000005	01	00000002	00001567	M		20020213		00000002
800	00000007	01	00000003	00001567	M		20020213		00000003
800	00000003	01	00000001	00001568	M		20020213		00000001
800	00000005	01	00000002	00001568	M		20020213		00000002
800	00000007	01	00000003	00001568	M		20020213		00000003
800	00000003	01	00000001	00001569	M		20020213		00000001
800	00000005	01	00000002	00001569	M		20020213		00000002
800	00000007	01	00000003	00001569	M		20020213		00000003
800	00000003	01	00000001	00001570	M		20020213		00000001
800	00000005	01	00000002	00001570	M		20020213		00000002
800	00000007	01	00000003	00001570	M		20020213		00000003
800	00000003	01	00000001	00001571	M		20020213		00000001
800	00000005	01	00000002	00001571	M		20020213		00000002
800	00000007	01	00000003	00001571	M		20020213		00000003
800	00000003	01	00000001	00001572	M		20020213		00000001
800	00000005	01	00000002	00001572	M		20020213		00000002
800	00000007	01	00000003	00001572	M		20020213		00000003
800	00000003	01	00000001	00001573	M		20020213		00000001
800	00000005	01	00000002	00001573	M		20020213		00000002
800	00000007	01	00000003	00001573	M		20020213		00000003
800	00000003	01	00000001	00001574	M		20020213		00000001
800	00000005	01	00000002	00001574	M		20020213		00000002
800	00000007	01	00000003	00001574	M		20020213		00000003
800	00000003	01	00000001	00001575	M		20020213		00000001
800	00000005	01	00000002	00001575	M		20020213		00000002
800	00000007	01	00000003	00001575	M		20020213		00000003
800	00000003	01	00000001	00001576	M		20020213		00000001
800	00000005	01	00000002	00001576	M		20020213		00000002
800	00000007	01	00000003	00001576	M		20020213		00000003
800	00000003	01	00000001	00001577	M		20020213		00000001
800	00000005	01	00000002	00001577	M		20020213		00000002
800	00000007	01	00000003	00001577	M		20020213		00000003
800	00000003	01	00000001	00001578	M		20020213		00000001
800	00000005	01	00000002	00001578	M		20020213		00000002
800	00000007	01	00000003	00001578	M		20020213		00000003
800	00000003	01	00000001	00001579	M		20020213		00000001
800	00000005	01	00000002	00001579	M		20020213		00000002
800	00000007	01	00000003	00001579	M		20020213		00000003
800	00000003	01	00000001	00001580	M		20020213		00000001
800	00000005	01	00000002	00001580	M		20020213		00000002
800	00000007	01	00000003	00001580	M		20020213		00000003
800	00000003	01	00000001	00001581	M		20020213		00000001
800	00000005	01	00000002	00001581	M		20020213		00000002
800	00000007	01	00000003	00001581	M		20020213		00000003
800	00000003	01	00000001	00001582	M		20020213		00000001
800	00000005	01	00000002	00001582	M		20020213		00000002
800	00000007	01	00000003	00001582	M		20020213		00000003
800	00000003	01	00000001	00001583	M		20020213		00000001
800	00000005	01	00000002	00001583	M		20020213		00000002
800	00000007	01	00000003	00001583	M		20020213		00000003
800	00000003	01	00000001	00001584	M		20020213		00000001
800	00000005	01	00000002	00001584	M		20020213		00000002
800	00000007	01	00000003	00001584	M		20020213		00000003
800	00000003	01	00000001	00001585	M		20020213		00000001
800	00000005	01	00000002	00001585	M		20020213		00000002
800	00000007	01	00000003	00001585	M		20020213		00000003
800	00000003	01	00000001	00001586	M		20020213		00000001
800	00000005	01	00000002	00001586	M		20020213		00000002
800	00000007	01	00000003	00001586	M		20020213		00000003
800	00000003	01	00000001	00001587	M		20020213		00000001
800	00000005	01	00000002	00001587	M		20020213		00000002
800	00000007	01	00000003	00001587	M		20020213		00000003
800	00000003	01	00000001	00001588	M		20020213		00000001
800	00000005	01	00000002	00001588	M		20020213		00000002
800	00000007	01	00000003	00001588	M		20020213		00000003
800	00000003	01	00000001	00001589	M		20020213		00000001
800	00000005	01	00000002	00001589	M		20020213		00000002
800	00000007	01	00000003	00001589	M		20020213		00000003
800	00000003	01	00000001	00001590	M		20020213		00000001
800	00000005	01	00000002	00001590	M		20020213		00000002
800	00000007	01	00000003	00001590	M		20020213		00000003
800	00000003	01	00000001	00001591	M		20020213		00000001
800	00000005	01	00000002	00001591	M		20020213		00000002
800	00000007	01	00000003	00001591	M		20020213		00000003
800	00000003	01	00000001	00001592	M		20020213		00000001
800	00000005	01	00000002	00001592	M		20020213		00000002
800	00000007	01	00000003	00001592	M		20020213		00000003
800	00000003	01	00000001	00001593	M		20020213		00000001
800	00000005	01	00000002	00001593	M		20020213		00000002
800	00000007	01	00000003	00001593	M		20020213		00000003
800	00000003	01	00000001	00001594	M		20020213		00000001
800	00000005	01	00000002	00001594	M		20020213		00000002
800	00000007	01	00000003	00001594	M		20020213		00000003
800	00000003	01	00000001	00001595	M		20020213		00000001
800	00000005	01	00000002	00001595	M		20020213		00000002
800	00000007	01	00000003	00001595	M		20020213		00000003
800	00000003	01	00000001	00001596	M		20020213		00000001
800	00000005	01	00000002	00001596	M		20020213		00000002
800	00000007	01	00000003	00001596	M		20020213		00000003
800	00000003	01	00000001	00001597	M		20020213		00000001
800	00000005	01	00000002	00001597	M		20020213		00000002
800	00000007	01	00000003	00001597	M		20020213		00000003
800	00000003	01	00000001	00001598	M		20020213		00000001
800	00000005	01	00000002	00001598	M		20020213		00000002
800	00000007	01	00000003	00001598	M		20020213		00000003
800	00000003	01	00000001	00001599	M		20020213		00000001
800	00000005	01	00000002	00001599	M		20020213		00000002
800	00000007	01	00000003	00001599	M		20020213		00000003
800	00000003	01	00000001	00001600	M		20020213		00000001
800	00000005	01	00000002	00001600	M		20020213		00000002
800	00000007	01	00000003	00001600	M		20020213		00000003
800	00000003	01	00000001	00001601	M		20020213		00000001
800	00000005	01	00000002	00001601	M		20020213		00000002
800	00000007	01	00000003	00001601	M		20020213		00000003
800	00000003	01	00000001	00001602	M		20020213		00000001
800	00000005	01	00000002	00001602	M		20020213		00000002
800	00000007	01	00000003	00001602	M		20020213		00000003
800	00000003	01	00000001	00001603	M		20020213		00000001
800	00000005	01	00000002	00001603	M		20020213		00000002
800	00000007	01	00000003	00001603	M		20020213		00000003
800	00000003	01	00000001	00001604	M		20020213		00000001
800	00000005	01	00000002	00001604	M		20020213		00000002
800	00000007	01	00000003	00001604	M		20020213		00000003
800	00000003	01	00000001	00001605	M		20020213		00000001
800	00000005	01	00000002	00001605	M		20020213		00000002
800	00000007	01	00000003	00001605	M		20020213		00000003
800	00000003	01	00000001	00001606	M		20020213		00000001
800	00000005	01	00000002	00001606	M		20020213		00000002
800	00000007	01	00000003	00001606	M		20020213		00000003
800	00000009	01	00000004	00001606	M		20020213		00000004
800	00000003	01	00000001	00001607	M		20020213		00000001
800	00000005	01	00000002	00001607	M		20020213		00000002
800	00000007	01	00000003	00001607	M		20020213		00000003
800	00000009	01	00000004	00001607	M		20020213		00000004
800	00000003	01	00000001	00001608	M		20020213		00000001
800	00000005	01	00000002	00001608	M		20020213		00000002
800	00000007	01	00000003	00001608	M		20020213		00000003
800	00000009	01	00000004	00001608	M		20020213		00000004
800	00000003	01	00000001	00001609	M		20020213		00000001
800	00000005	01	00000002	00001609	M		20020213		00000002
800	00000007	01	00000003	00001609	M		20020213		00000003
800	00000009	01	00000004	00001609	M		20020213		00000004
800	00000003	01	00000001	00001610	M		20020213		00000001
800	00000005	01	00000002	00001610	M		20020213		00000002
800	00000007	01	00000003	00001610	M		20020213		00000003
800	00000009	01	00000004	00001610	M		20020213		00000004
800	00000003	01	00000001	00001611	M		20020213		00000001
800	00000005	01	00000002	00001611	M		20020213		00000002
800	00000007	01	00000003	00001611	M		20020213		00000003
800	00000009	01	00000004	00001611	M		20020213		00000004
800	00000003	01	00000001	00001612	M		20020213		00000001
800	00000005	01	00000002	00001612	M		20020213		00000002
800	00000007	01	00000003	00001612	M		20020213		00000003
800	00000009	01	00000004	00001612	M		20020213		00000004
800	00000003	01	00000001	00001613	M		20020213		00000001
800	00000005	01	00000002	00001613	M		20020213		00000002
800	00000007	01	00000003	00001613	M		20020213		00000003
800	00000009	01	00000004	00001613	M		20020213		00000004
800	00000003	01	00000001	00001614	M		20020213		00000001
800	00000005	01	00000002	00001614	M		20020213		00000002
800	00000007	01	00000003	00001614	M		20020213		00000003
800	00000009	01	00000004	00001614	M		20020213		00000004
800	00000003	01	00000001	00001615	M		20020213		00000001
800	00000005	01	00000002	00001615	M		20020213		00000002
800	00000007	01	00000003	00001615	M		20020213		00000003
800	00000009	01	00000004	00001615	M		20020213		00000004
800	00000003	01	00000001	00001616	M		20020213		00000001
800	00000005	01	00000002	00001616	M		20020213		00000002
800	00000007	01	00000003	00001616	M		20020213		00000003
800	00000009	01	00000004	00001616	M		20020213		00000004
800	00000003	01	00000001	00001617	M		20020213		00000001
800	00000005	01	00000002	00001617	M		20020213		00000002
800	00000007	01	00000003	00001617	M		20020213		00000003
800	00000009	01	00000004	00001617	M		20020213		00000004
800	00000003	01	00000001	00001618	M		20020213		00000001
800	00000005	01	00000002	00001618	M		20020213		00000002
800	00000007	01	00000003	00001618	M		20020213		00000003
800	00000009	01	00000004	00001618	M		20020213		00000004
800	00000003	01	00000001	00001619	M		20020213		00000001
800	00000005	01	00000002	00001619	M		20020213		00000002
800	00000007	01	00000003	00001619	M		20020213		00000003
800	00000009	01	00000004	00001619	M		20020213		00000004
800	00000003	01	00000001	00001620	M		20020213		00000001
800	00000005	01	00000002	00001620	M		20020213		00000002
800	00000007	01	00000003	00001620	M		20020213		00000003
800	00000009	01	00000004	00001620	M		20020213		00000004
800	00000003	01	00000001	00001621	M		20020213		00000001
800	00000005	01	00000002	00001621	M		20020213		00000002
800	00000007	01	00000003	00001621	M		20020213		00000003
800	00000009	01	00000004	00001621	M		20020213		00000004
800	00000003	01	00000001	00001622	M		20020213		00000001
800	00000005	01	00000002	00001622	M		20020213		00000002
800	00000007	01	00000003	00001622	M		20020213		00000003
800	00000009	01	00000004	00001622	M		20020213		00000004
800	00000003	01	00000001	00001623	M		20020213		00000001
800	00000005	01	00000002	00001623	M		20020213		00000002
800	00000007	01	00000003	00001623	M		20020213		00000003
800	00000009	01	00000004	00001623	M		20020213		00000004
800	00000003	01	00000001	00001624	M		20020213		00000001
800	00000005	01	00000002	00001624	M		20020213		00000002
800	00000007	01	00000003	00001624	M		20020213		00000003
800	00000009	01	00000004	00001624	M		20020213		00000004
800	00000003	01	00000001	00001625	M		20020213		00000001
800	00000005	01	00000002	00001625	M		20020213		00000002
800	00000007	01	00000003	00001625	M		20020213		00000003
800	00000009	01	00000004	00001625	M		20020213		00000004
800	00000003	01	00000001	00001626	M		20020213		00000001
800	00000005	01	00000002	00001626	M		20020213		00000002
800	00000007	01	00000003	00001626	M		20020213		00000003
800	00000009	01	00000004	00001626	M		20020213		00000004
800	00000003	01	00000001	00001627	M		20020213		00000001
800	00000005	01	00000002	00001627	M		20020213		00000002
800	00000007	01	00000003	00001627	M		20020213		00000003
800	00000009	01	00000004	00001627	M		20020213		00000004
800	00000003	01	00000001	00001628	M		20020213		00000001
800	00000005	01	00000002	00001628	M		20020213		00000002
800	00000007	01	00000003	00001628	M		20020213		00000003
800	00000009	01	00000004	00001628	M		20020213		00000004
800	00000003	01	00000001	00001629	M		20020213		00000001
800	00000005	01	00000002	00001629	M		20020213		00000002
800	00000007	01	00000003	00001629	M		20020213		00000003
800	00000009	01	00000004	00001629	M		20020213		00000004
800	00000003	01	00000001	00001630	M		20020213		00000001
800	00000005	01	00000002	00001630	M		20020213		00000002
800	00000007	01	00000003	00001630	M		20020213		00000003
800	00000009	01	00000004	00001630	M		20020213		00000004
800	00000003	01	00000001	00001631	M		20020213		00000001
800	00000005	01	00000002	00001631	M		20020213		00000002
800	00000007	01	00000003	00001631	M		20020213		00000003
800	00000009	01	00000004	00001631	M		20020213		00000004
800	00000003	01	00000001	00001632	M		20020213		00000001
800	00000005	01	00000002	00001632	M		20020213		00000002
800	00000007	01	00000003	00001632	M		20020213		00000003
800	00000009	01	00000004	00001632	M		20020213		00000004
800	00000003	01	00000001	00001633	M		20020213		00000001
800	00000005	01	00000002	00001633	M		20020213		00000002
800	00000007	01	00000003	00001633	M		20020213		00000003
800	00000009	01	00000004	00001633	M		20020213		00000004
800	00000003	01	00000001	00001634	M		20020213		00000001
800	00000005	01	00000002	00001634	M		20020213		00000002
800	00000007	01	00000003	00001634	M		20020213		00000003
800	00000009	01	00000004	00001634	M		20020213		00000004
800	00000003	01	00000001	00001635	M		20020213		00000001
800	00000005	01	00000002	00001635	M		20020213		00000002
800	00000007	01	00000003	00001635	M		20020213		00000003
800	00000009	01	00000004	00001635	M		20020213		00000004
800	00000003	01	00000001	00001636	M		20020213		00000001
800	00000005	01	00000002	00001636	M		20020213		00000002
800	00000007	01	00000003	00001636	M		20020213		00000003
800	00000009	01	00000004	00001636	M		20020213		00000004
800	00000003	01	00000001	00001637	M		20020214		00000001
800	00000003	01	00000001	00001638	M		20020214		00000001
800	00000003	01	00000001	00001640	M		20020214		00000001
800	00000003	01	00000001	00001641	M		20020214		00000001
800	00000003	01	00000001	00001642	M		20020215		00000001
800	00000005	01	00000002	00001642	M		20020215		00000002
800	00000007	01	00000003	00001642	M		20020215		00000003
800	00000009	01	00000004	00001642	M		20020215		00000004
800	00000011	01	00000005	00001642	M		20020215		00000005
800	00000013	01	00000006	00001642	M		20020215		00000006
800	00000015	01	00000007	00001642	M		20020215		00000007
800	00000003	01	00000001	00001643	M		20020220		00000001
800	00000005	01	00000002	00001643	M		20020220		00000002
800	00000007	01	00000003	00001643	M		20020220		00000003
800	00000003	01	00000001	00001644	M		20020220		00000001
800	00000005	01	00000002	00001644	M		20020220		00000002
800	00000007	01	00000003	00001644	M		20020220		00000003
800	00000003	01	00000001	00001645	M		20020220		00000001
800	00000005	01	00000002	00001645	M		20020220		00000002
800	00000007	01	00000003	00001645	M		20020220		00000003
800	00000003	01	00000001	00001646	M		20020220		00000001
800	00000005	01	00000002	00001646	M		20020220		00000002
800	00000007	01	00000003	00001646	M		20020220		00000003
800	00000003	01	00000001	00001647	M		20020220		00000001
800	00000005	01	00000002	00001647	M		20020220		00000002
800	00000007	01	00000003	00001647	M		20020220		00000003
800	00000003	01	00000001	00001648	M		20020220		00000001
800	00000005	01	00000002	00001648	M		20020220		00000002
800	00000007	01	00000003	00001648	M		20020220		00000003
800	00000003	01	00000001	00001649	M		20020220		00000001
800	00000005	01	00000002	00001649	M		20020220		00000002
800	00000007	01	00000003	00001649	M		20020220		00000003
800	00000003	01	00000001	00001650	M		20020220		00000001
800	00000005	01	00000002	00001650	M		20020220		00000002
800	00000007	01	00000003	00001650	M		20020220		00000003
800	00000003	01	00000001	00001651	M		20020220		00000001
800	00000005	01	00000002	00001651	M		20020220		00000002
800	00000007	01	00000003	00001651	M		20020220		00000003
800	00000003	01	00000001	00001652	M		20020220		00000001
800	00000005	01	00000002	00001652	M		20020220		00000002
800	00000007	01	00000003	00001652	M		20020220		00000003
800	00000003	01	00000001	00001653	M		20020220		00000001
800	00000005	01	00000002	00001653	M		20020220		00000002
800	00000007	01	00000003	00001653	M		20020220		00000003
800	00000003	01	00000001	00001654	M		20020220		00000001
800	00000005	01	00000002	00001654	M		20020220		00000002
800	00000007	01	00000003	00001654	M		20020220		00000003
